"collection_type","collection_year","cruise_number","date_collected","final_age","length","read_age","readability","region","sex","species_code","specimen","test_age","vessel_code","weight","description","common_name"
"survey",2018,201801,"2018-07-10 11:47:50",1,170,2,2,"Bering Sea",1,21740,496,1,94,28,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:47:50",10,530,10,2,"Bering Sea",1,21740,497,NA,94,692,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:47:50",7,450,7,2,"Bering Sea",1,21740,498,NA,94,500,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:47:50",6,470,6,1,"Bering Sea",2,21740,499,NA,94,636,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 11:47:50",1,130,1,1,"Bering Sea",3,21740,500,NA,94,14,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 14:16:07",7,490,8,2,"Bering Sea",1,21740,501,6,94,686,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 14:16:07",2,210,2,1,"Bering Sea",1,21740,502,NA,94,54,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 14:16:07",5,380,5,1,"Bering Sea",2,21740,503,NA,94,342,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 14:16:07",6,460,6,2,"Bering Sea",2,21740,504,NA,94,506,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 14:16:07",1,140,1,1,"Bering Sea",3,21740,505,NA,94,14,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:21:59",5,470,5,1,"Bering Sea",2,21740,506,5,94,720,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:21:59",2,210,2,1,"Bering Sea",2,21740,507,NA,94,54,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:21:59",10,570,10,2,"Bering Sea",1,21740,508,NA,94,1086,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:21:59",2,210,2,1,"Bering Sea",2,21740,509,NA,94,56,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 16:21:59",9,540,9,2,"Bering Sea",1,21740,510,NA,94,1142,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 18:41:21",5,410,5,1,"Bering Sea",1,21740,511,5,94,496,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 18:41:21",5,460,5,1,"Bering Sea",1,21740,512,NA,94,654,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 18:41:21",6,440,6,2,"Bering Sea",1,21740,513,NA,94,562,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 18:41:21",5,480,5,2,"Bering Sea",2,21740,514,NA,94,678,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-10 18:41:21",6,460,6,2,"Bering Sea",2,21740,515,NA,94,654,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 06:56:35",6,390,5,2,"Bering Sea",2,21740,516,6,94,426,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 06:56:35",6,480,6,1,"Bering Sea",2,21740,517,NA,94,666,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 06:56:35",6,490,6,2,"Bering Sea",1,21740,518,NA,94,738,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 06:56:35",10,470,10,2,"Bering Sea",2,21740,519,NA,94,578,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 06:56:35",5,440,5,2,"Bering Sea",1,21740,520,NA,94,578,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 09:08:56",5,430,5,1,"Bering Sea",1,21740,521,5,94,592,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 09:08:56",6,500,6,2,"Bering Sea",1,21740,522,NA,94,834,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 09:08:56",6,480,6,2,"Bering Sea",1,21740,523,NA,94,694,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 09:08:56",8,520,8,2,"Bering Sea",1,21740,524,NA,94,882,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 09:08:56",7,490,7,2,"Bering Sea",1,21740,525,NA,94,696,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 11:28:32",4,410,4,2,"Bering Sea",2,21740,526,4,94,414,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 11:28:32",9,520,9,2,"Bering Sea",2,21740,527,NA,94,734,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 11:28:32",11,600,11,2,"Bering Sea",2,21740,528,NA,94,1200,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 11:28:32",6,460,6,1,"Bering Sea",1,21740,529,NA,94,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 11:28:32",3,360,3,1,"Bering Sea",1,21740,530,NA,94,358,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 14:09:23",10,530,11,2,"Bering Sea",2,21740,531,10,94,1218,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 14:09:23",6,480,6,1,"Bering Sea",2,21740,532,NA,94,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 14:09:23",9,510,9,2,"Bering Sea",2,21740,533,NA,94,958,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 14:09:23",10,620,10,2,"Bering Sea",1,21740,534,NA,94,1466,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 14:09:23",4,350,4,1,"Bering Sea",1,21740,535,NA,94,320,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 16:53:19",7,540,NA,3,"Bering Sea",1,21740,536,7,94,1026,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 16:53:19",1,160,1,1,"Bering Sea",3,21740,537,NA,94,20,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 16:53:19",1,130,1,1,"Bering Sea",3,21740,538,NA,94,12,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 16:53:19",1,150,1,1,"Bering Sea",3,21740,539,NA,94,18,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-11 16:53:19",1,160,1,1,"Bering Sea",3,21740,540,NA,94,30,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 07:41:23",8,570,10,2,"Bering Sea",1,21740,546,8,94,1038,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 07:41:23",9,540,9,2,"Bering Sea",1,21740,547,NA,94,972,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 07:41:23",5,450,5,1,"Bering Sea",2,21740,548,NA,94,818,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 07:41:23",1,170,1,1,"Bering Sea",3,21740,549,NA,94,36,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:08:24",7,470,7,2,"Bering Sea",1,21740,550,NA,94,796,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:08:24",5,450,5,1,"Bering Sea",1,21740,551,5,94,672,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:08:24",9,530,9,2,"Bering Sea",1,21740,552,NA,94,970,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:08:24",4,430,4,1,"Bering Sea",1,21740,553,NA,94,684,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:08:24",6,460,6,2,"Bering Sea",2,21740,554,NA,94,664,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-17 17:08:24",1,140,1,1,"Bering Sea",3,21740,555,NA,94,16,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 07:39:47",5,450,5,1,"Bering Sea",2,21740,556,5,94,626,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 07:39:47",5,460,5,1,"Bering Sea",2,21740,557,NA,94,728,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 07:39:47",11,560,11,2,"Bering Sea",2,21740,558,NA,94,1252,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 07:39:47",10,570,10,2,"Bering Sea",2,21740,559,NA,94,1196,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 07:39:47",9,500,9,2,"Bering Sea",1,21740,560,NA,94,652,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 13:56:13",6,480,6,2,"Bering Sea",2,21740,561,NA,94,648,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 13:56:13",6,490,6,1,"Bering Sea",2,21740,562,NA,94,734,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 13:56:13",5,420,5,1,"Bering Sea",1,21740,563,5,94,486,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 13:56:13",10,510,10,2,"Bering Sea",1,21740,564,NA,94,978,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 13:56:13",6,480,6,1,"Bering Sea",1,21740,565,NA,94,744,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 16:41:10",6,430,6,1,"Bering Sea",1,21740,566,NA,94,518,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 16:41:10",6,460,6,1,"Bering Sea",2,21740,567,NA,94,652,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 16:41:10",7,490,8,2,"Bering Sea",2,21740,568,7,94,726,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 16:41:10",8,530,8,2,"Bering Sea",2,21740,569,NA,94,854,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 16:41:10",5,460,5,1,"Bering Sea",2,21740,570,NA,94,604,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-18 16:41:10",1,160,1,1,"Bering Sea",3,21740,571,NA,94,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 07:22:36",6,510,6,1,"Bering Sea",2,21740,572,NA,94,810,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 07:22:36",8,510,9,2,"Bering Sea",2,21740,573,8,94,854,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 07:22:36",6,450,6,2,"Bering Sea",2,21740,574,NA,94,624,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 07:22:36",8,510,8,2,"Bering Sea",2,21740,575,NA,94,1066,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 07:22:36",12,500,12,2,"Bering Sea",1,21740,576,NA,94,832,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 09:57:55",7,500,7,2,"Bering Sea",2,21740,577,NA,94,700,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 09:57:55",10,550,NA,3,"Bering Sea",1,21740,578,11,94,738,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 09:57:55",7,490,7,2,"Bering Sea",1,21740,579,NA,94,782,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 09:57:55",11,620,11,2,"Bering Sea",1,21740,580,NA,94,1202,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 09:57:55",9,500,9,2,"Bering Sea",1,21740,581,NA,94,696,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 09:57:55",1,190,1,2,"Bering Sea",1,21740,582,NA,94,46,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 12:37:55",6,460,6,2,"Bering Sea",2,21740,583,5,94,662,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 12:37:55",5,430,5,1,"Bering Sea",2,21740,584,NA,94,554,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 12:37:55",5,430,5,1,"Bering Sea",2,21740,585,NA,94,586,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 12:37:55",8,520,8,2,"Bering Sea",2,21740,586,NA,94,950,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 12:37:55",12,580,12,2,"Bering Sea",1,21740,587,NA,94,1172,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 12:37:55",2,230,2,1,"Bering Sea",1,21740,588,2,94,62,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 14:56:31",5,400,5,1,"Bering Sea",1,21740,589,5,94,478,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 14:56:31",2,270,2,1,"Bering Sea",1,21740,590,NA,94,138,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 14:56:31",6,450,6,2,"Bering Sea",2,21740,591,NA,94,604,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 14:56:31",5,430,5,1,"Bering Sea",2,21740,592,NA,94,558,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 14:56:31",5,450,5,2,"Bering Sea",2,21740,593,NA,94,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 14:56:31",1,140,1,1,"Bering Sea",3,21740,594,1,94,18,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 18:49:19",8,570,8,2,"Bering Sea",1,21740,595,NA,94,1094,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 18:49:19",7,470,7,2,"Bering Sea",2,21740,596,NA,94,620,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 18:49:19",8,520,8,2,"Bering Sea",2,21740,597,NA,94,914,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 18:49:19",5,420,5,1,"Bering Sea",2,21740,598,NA,94,502,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-19 18:49:19",6,460,6,1,"Bering Sea",2,21740,599,6,94,546,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 07:30:11",4,380,4,1,"Bering Sea",1,21740,600,NA,94,410,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 07:30:11",8,450,8,2,"Bering Sea",1,21740,601,NA,94,520,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 07:30:11",7,510,7,1,"Bering Sea",2,21740,602,NA,94,996,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 07:30:11",6,530,6,1,"Bering Sea",2,21740,603,NA,94,876,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 07:30:11",5,410,5,1,"Bering Sea",2,21740,604,5,94,530,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 09:33:55",11,500,11,2,"Bering Sea",1,21740,605,NA,94,806,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 09:33:55",2,240,2,1,"Bering Sea",1,21740,606,NA,94,84,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 09:33:55",8,470,8,2,"Bering Sea",1,21740,607,NA,94,656,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 09:33:55",7,490,7,1,"Bering Sea",1,21740,608,NA,94,722,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 09:33:55",5,430,5,1,"Bering Sea",2,21740,609,5,94,582,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 09:33:55",5,430,5,1,"Bering Sea",2,21740,610,NA,94,532,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 12:10:20",1,140,1,1,"Bering Sea",3,21740,611,NA,94,12,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 12:10:20",5,410,5,2,"Bering Sea",1,21740,612,NA,94,484,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 12:10:20",6,470,6,2,"Bering Sea",2,21740,613,NA,94,678,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 12:10:20",4,390,4,2,"Bering Sea",2,21740,614,4,94,420,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 12:10:20",9,460,9,2,"Bering Sea",2,21740,615,NA,94,640,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 12:10:20",10,530,10,2,"Bering Sea",2,21740,616,NA,94,818,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 16:09:32",10,550,10,2,"Bering Sea",2,21740,617,NA,94,1114,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 16:09:32",5,450,5,1,"Bering Sea",2,21740,618,NA,94,618,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 16:09:32",7,530,6,2,"Bering Sea",2,21740,619,7,94,958,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 16:09:32",6,450,6,1,"Bering Sea",1,21740,620,NA,94,638,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 16:09:32",6,410,6,2,"Bering Sea",1,21740,621,NA,94,452,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-20 16:09:32",2,240,2,1,"Bering Sea",2,21740,622,NA,94,92,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 07:29:35",1,150,1,1,"Bering Sea",3,21740,623,NA,94,24,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 07:29:35",5,430,5,1,"Bering Sea",1,21740,624,5,94,542,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 07:29:35",7,490,7,2,"Bering Sea",1,21740,625,NA,94,854,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 07:29:35",6,470,6,1,"Bering Sea",1,21740,626,NA,94,664,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 07:29:35",9,520,9,2,"Bering Sea",2,21740,627,NA,94,796,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 07:29:35",7,470,7,2,"Bering Sea",2,21740,628,NA,94,660,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 10:35:37",7,490,7,2,"Bering Sea",1,21740,629,7,94,652,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 10:35:37",9,550,9,2,"Bering Sea",1,21740,630,NA,94,904,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 10:35:37",6,440,6,2,"Bering Sea",1,21740,631,6,94,484,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 10:35:37",9,500,9,2,"Bering Sea",2,21740,632,NA,94,708,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 10:35:37",10,510,10,2,"Bering Sea",2,21740,633,NA,94,704,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 10:35:37",2,200,2,1,"Bering Sea",2,21740,634,NA,94,44,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:46:26",10,540,10,2,"Bering Sea",1,21740,635,NA,94,904,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:46:26",10,600,10,2,"Bering Sea",2,21740,636,10,94,1392,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:46:26",6,500,6,2,"Bering Sea",2,21740,637,NA,94,772,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:46:26",3,330,3,1,"Bering Sea",2,21740,638,NA,94,246,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:46:26",5,430,5,1,"Bering Sea",2,21740,639,NA,94,566,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 13:46:26",2,240,2,1,"Bering Sea",2,21740,640,NA,94,106,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:43:08",3,330,3,1,"Bering Sea",2,21740,641,3,94,244,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:43:08",3,260,3,1,"Bering Sea",2,21740,642,NA,94,92,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:43:08",4,350,4,1,"Bering Sea",1,21740,643,NA,94,314,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-21 16:43:08",6,340,6,1,"Bering Sea",1,21740,644,NA,94,194,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:30:25",4,390,4,1,"Bering Sea",2,21740,645,NA,94,410,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:30:25",1,160,1,1,"Bering Sea",3,21740,646,1,94,26,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:30:25",5,390,5,2,"Bering Sea",1,21740,647,NA,94,366,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-07-22 07:30:25",3,350,3,1,"Bering Sea",1,21740,648,NA,94,292,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
